name,family,variant,notes,verdict,fail_reason,explanation,train_sharpe,val_sharpe,oos_sharpe,train_ret,val_ret,oos_ret,oos_max_dd,oos_hit,oos_trade_events,oos_name_changes,oos_mean_exposure,oos_mean_turnover,oos_exposure_zero_frac,val_trade_events,val_mean_exposure,val_mean_turnover,oos_sharpe_cost_1.0x,oos_ret_cost_1.0x,oos_sharpe_cost_1.5x,oos_ret_cost_1.5x,oos_sharpe_cost_2.0x,oos_ret_cost_2.0x,oos_sharpe_drop_best_asset,dropped_asset,bankroll_end_gbp,bankroll_min_gbp,bankroll_note,train_max_dd,train_hit,train_n,train_trade_events,train_name_changes,train_mean_exposure,train_mean_turnover,train_exposure_zero_frac,val_max_dd,val_hit,val_n,val_name_changes,val_exposure_zero_frac,oos_n
E_btc_alt,E,rot_14d,BTC→alt rotation,FAILED,negative_oos_return;non_positive_oos_sharpe,OOS net return -0.686 ≤ 0 after costs. OOS Sharpe -0.5191336717884735 ≤ 0 (or NaN).,2.9869572234038166,2.5355683425573625,-0.5191336717884735,5.092984943448647,1.6874475779105897,-0.6862678428631976,-0.8279086955565239,0.5017983215665379,293,1152,1.0,0.4830670926517572,0.0,92,1.0,0.4371584699453552,-0.5191336717884735,-0.6862678428631976,-0.7775444199352292,-0.7759243353443569,-1.034551110556962,-0.8400485335445559,-0.4049766557730556,LIT-USDT,,,not_run — below TESTING bar (pre-registered; not lowered),-0.4852453374786211,0.4889262257522529,6547,141,459,0.9486787841759584,0.42710622710622714,0.05132121582404155,-0.38544319943777294,0.5160482585932165,4393,320,0.0,15014
F_rev_7d,F,rev_7d,XS reversal 7d,FAILED,negative_oos_return;non_positive_oos_sharpe,OOS net return -0.871 ≤ 0 after costs. OOS Sharpe -0.8931169370157935 ≤ 0 (or NaN).,0.6638730603139439,0.34279705128276955,-0.8931169370157935,0.16127175511151703,-0.06365528441170609,-0.8712192849251884,-0.9286218188974669,0.4986679099507127,596,2332,1.0,0.7450479233226838,0.0,176,1.0,0.8065573770491804,-0.8931169370157935,-0.8712192849251884,-1.2314520904162645,-0.9235360454843429,-1.5686934770465624,-0.9546244381987441,-0.9045457204379151,LIT-USDT,,,not_run — below TESTING bar (pre-registered; not lowered),-0.4555835624625957,0.505422330838552,6547,257,1105,0.9743393920879793,0.8095238095238095,0.025660607912020773,-0.49696762679349915,0.5146824493512406,4393,738,0.0,15014
I_mom_btc_filter,I,A30d_btc_ma,A mom + BTC MA regime,TESTING,n/a_survivor,Passed frozen screening bar for this label. Screening only — not established edge. Requires fresh forward paper trading with frozen rules.,2.238190725740976,1.842711940490586,0.44904122168819643,2.5225963214981246,0.8920974969147741,0.1357096497705843,-0.5042205986515926,0.21786332756094312,194,532,0.43572665512188624,0.16996805111821087,0.5642733448781138,65,0.6380605508763942,0.22841530054644807,0.44904122168819643,0.1357096497705843,0.3481510887335737,0.009314508281890843,0.24728685259122515,-0.10308954522848945,0.6038714427818784,LIT-USDT,567.8548248852921,312.922814496264,£500 start; equal-weight top-5 → ~£100/name; assumes venue min order ≤ £10 and no leverage. GBP≈USD for sim.,-0.5398051213538979,0.381701542691309,6547,121,298,0.7404918283183137,0.21831501831501834,0.2595081716816863,-0.3910184817614868,0.3321192806737992,4393,209,0.36193944912360576,15014
J_eth_btc_mr,J,eth_btc_mr,ETH/BTC mean-rev,FAILED,negative_oos_return;non_positive_oos_sharpe,OOS net return -0.162 ≤ 0 after costs. OOS Sharpe -0.350727323002381 ≤ 0 (or NaN).,0.7114910049319372,0.7311690298075613,-0.350727323002381,0.0892231881047778,0.08066838557940992,-0.16235569293699248,-0.36074028579404604,0.252364459837485,176,180,0.2485680031970161,0.14376996805111822,0.5028639936059678,41,0.2786250853630776,0.11475409836065574,-0.350727323002381,-0.16235569293699248,-0.6084218508633552,-0.24152841986868867,-0.8646430197771668,-0.3132571917046769,-0.350727323002381,LIT-USDT,,,not_run — below TESTING bar (pre-registered; not lowered),-0.11589489714207424,0.2619520391018787,6547,68,69,0.258057125400947,0.12637362637362637,0.483885749198106,-0.15230230338742357,0.2806737992260414,4393,42,0.44274982927384476,15014
J_sol_eth_mr,J,sol_eth_mr,SOL/ETH mean-rev,FAILED,negative_oos_return;non_positive_oos_sharpe;poor_validation,OOS net return -0.080 ≤ 0 after costs. OOS Sharpe -0.0467586286576383 ≤ 0 (or NaN). Validation Sharpe -0.653 < -0.5 kill gate.,0.29580657950583616,-0.6525575787724931,-0.04675862865763833,0.033246563324346834,-0.09900851053438375,-0.07970560702766749,-0.34331987305712486,0.2839349940055948,170,173,0.27840682030105235,0.13817891373801916,0.4431863593978953,52,0.2622353744593672,0.14207650273224043,-0.04675862865763833,-0.07970560702766749,-0.2540459285718438,-0.16352918498225788,-0.4606523473417884,-0.2397593252209662,-0.0467586286576383,LIT-USDT,,,not_run — below TESTING bar (pre-registered; not lowered),-0.2303225737440534,0.2813502367496563,6547,63,63,0.2800519321826791,0.11538461538461539,0.4398961356346418,-0.17906549303425134,0.26360118370134306,4393,52,0.47552925108126565,15014
J_eth_btc_mom,J,eth_btc_mom,ETH/BTC mom,FAILED,negative_oos_return;non_positive_oos_sharpe,OOS net return -0.072 ≤ 0 after costs. OOS Sharpe -0.0588466542905674 ≤ 0 (or NaN).,1.5484913513533587,1.5302157614660672,-0.05884665429056742,0.2766036475795286,0.1937871364049828,-0.07228894507412631,-0.43495530082059486,0.3775809244704942,170,181,0.3774477154655655,0.14456869009584664,0.24510456906886904,48,0.39619849760983383,0.14754098360655737,-0.05884665429056742,-0.07228894507412631,-0.29773615182127294,-0.16046576314013994,-0.5354212613533144,-0.24030858591495852,-0.0588466542905674,LIT-USDT,,,not_run — below TESTING bar (pre-registered; not lowered),-0.10573481103667204,0.40354360775927905,6547,63,71,0.39369176722162824,0.13003663003663005,0.21261646555674354,-0.14134364928944854,0.4081493284771227,4393,54,0.20760300478033233,15014
G_vol_surge,G,surge2x_pos,Volume surge + pos mom,FAILED,negative_oos_return;non_positive_oos_sharpe,OOS net return -0.648 ≤ 0 after costs. OOS Sharpe -0.4147845462756733 ≤ 0 (or NaN).,1.4199247218420044,2.083711126392582,-0.4147845462756733,0.8334905507869679,0.8555873299368737,-0.647775427224067,-0.8431020381355812,0.35873185027307847,567,2255,0.46300119888104435,0.8034345047923322,0.25096576528573333,158,0.4384247666742545,0.7453551912568306,-0.4147845462756733,-0.647775427224067,-0.8416607196663664,-0.7991522802496516,-1.2663459477625771,-0.8855546800653995,-0.3964531449873562,LIT-USDT,,,not_run — below TESTING bar (pre-registered; not lowered),-0.5207353138651212,0.34916755765999696,6547,233,1028,0.47911257064304263,0.817032967032967,0.2859324881625172,-0.24444048301121823,0.36717505121784655,4393,614,0.2788527202367403,15014
H_funding_spot,H,btc_funding,Funding→spot risk,EXPLORATORY,incomplete_implementation,OKX public funding-rate history only covers 2026-06-17→2026-09-18 (279 rows). Train+Val were 100% cash; OOS was cash until 2026-06-18 then ~3 months trading. Positive OOS is NOT full-window evidence. Incomplete data ≠ proof the idea loses money; also ≠ established edge. Verdict left EXPLORATORY as frozen.,,,0.36989085620013695,0.0,0.0,0.08394901063571125,-0.16628369051979108,0.07433062475023311,10,53,0.14759557746103635,0.02843450479233227,0.8524044225389636,0,0.0,0.0,0.36989085620013695,0.08394901063571125,0.2988787097400289,0.06270835843767575,0.22794205860909483,0.04184050422930374,0.3698908562001369,LIT-USDT,,,not_run — below TESTING bar (pre-registered; not lowered),0.0,0.0,6547,0,0,0.0,0.0,1.0,0.0,0.0,4393,0,1.0,15014
random_top5_seed42,BASE,random_s42,Random top-5 FIXED seed=42 (benchmark suite),FAILED,negative_oos_return;non_positive_oos_sharpe,"Random benchmark seed=42: OOS Sharpe=-2.3554312337463688, OOS ret=-0.9653350719609798.",-0.6548283564484397,-0.3027787723262976,-2.3554312337463688,-0.33997164887445186,-0.2010759180742414,-0.9653350719609798,-0.9821724356513193,0.4866124950046623,626,5706,1.0,1.823003194888179,0.0,183,1.0,1.8316939890710382,-2.3554312337463688,-0.9653350719609798,-3.3568041795029555,-0.9903424545090618,-4.331343496886765,-0.9973165835788396,,,,,benchmark_only,-0.48182723994882637,0.4983962120054987,6547,272,2512,1.0,1.8402930402930402,0.0,-0.40277003830340097,0.5033007056681084,4393,1676,0.0,15014
random_top5_seed43,BASE,random_s43,Random top-5 FIXED seed=43 (benchmark suite),FAILED,negative_oos_return;non_positive_oos_sharpe,"Random benchmark seed=43: OOS Sharpe=-2.277646778673507, OOS ret=-0.9579990280122731.",0.38505370066086975,0.40950253689717686,-2.277646778673507,0.033487995317399655,0.025871193000589487,-0.9579990280122731,-0.9717212570577027,0.4882776075662715,626,5818,1.0,1.8587859424920126,0.0,183,1.0,1.8513661202185794,-2.277646778673507,-0.9579990280122731,-3.32552593310816,-0.9885886847272298,-4.343889647428559,-0.9969081804886574,,,,,benchmark_only,-0.46575348297941843,0.505422330838552,6547,272,2462,1.0,1.8036630036630035,0.0,-0.4014258964522899,0.5119508308672889,4393,1694,0.0,15014
random_top5_seed44,BASE,random_s44,Random top-5 FIXED seed=44 (benchmark suite),FAILED,negative_oos_return;non_positive_oos_sharpe,"Random benchmark seed=44: OOS Sharpe=-2.3656694726741714, OOS ret=-0.9629768429667613.",-0.17215576024833457,0.5204311062532655,-2.3656694726741714,-0.19541067321239114,0.061703741606774276,-0.9629768429667613,-0.9737957589534911,0.48474756893566007,626,5724,1.0,1.828753993610224,0.0,183,1.0,1.8513661202185796,-2.3656694726741714,-0.9629768429667613,-3.390576047585806,-0.989729748001713,-4.387005631379579,-0.9971586399784078,,,,,benchmark_only,-0.5681451003935005,0.49931266228807086,6547,272,2512,1.0,1.84029304029304,0.0,-0.3374268583577307,0.5085363077623491,4393,1694,0.0,15014
random_top5_seed45,BASE,random_s45,Random top-5 FIXED seed=45 (benchmark suite),FAILED,negative_oos_return;non_positive_oos_sharpe,"Random benchmark seed=45: OOS Sharpe=-2.3171331907908583, OOS ret=-0.964862119057291.",-1.7804812704929494,-1.4359867676344626,-2.3171331907908583,-0.6206987144518455,-0.4749692329238906,-0.964862119057291,-0.9769554397821048,0.4894098841081657,626,5794,1.0,1.8511182108626196,0.0,183,1.0,1.8426229508196723,-2.3171331907908583,-0.964862119057291,-3.3253610901268913,-0.9903978552728533,-4.306908177390932,-0.9973831843338472,,,,,benchmark_only,-0.7413543678966732,0.49182831831373147,6547,272,2530,1.0,1.8534798534798536,0.0,-0.5292814239274837,0.49556111996357843,4393,1686,0.0,15014
random_top5_seed46,BASE,random_s46,Random top-5 FIXED seed=46 (benchmark suite),FAILED,negative_oos_return;non_positive_oos_sharpe,"Random benchmark seed=46: OOS Sharpe=-2.168374823887556, OOS ret=-0.9554460844362576.",0.15292577562182333,-0.9180497816994877,-2.168374823887556,-0.05819695067817121,-0.36236733529836096,-0.9554460844362576,-0.9698385845364957,0.4908085786599174,626,5758,1.0,1.8396166134185301,0.0,183,1.0,1.8491803278688523,-2.168374823887556,-0.9554460844362576,-3.1857210731583665,-0.987737922666291,-4.1756994616381,-0.9966343647578868,,,,,benchmark_only,-0.42361013741940234,0.5011455628532152,6547,272,2464,1.0,1.805128205128205,0.0,-0.5584438132927646,0.4944229455952652,4393,1692,0.0,15014
